Model,Fuel type ,Drive wheels - Traction - Drivetrain ,Maximum power - Output - Horsepower ,Maximum torque ,Fuel Tank Capacity ,Curb Weight ,Top Speed ,Length ,Width ,Height 
CITROEN,Diesel,FWD,148,272,18.8,3638,131,190.12,73.23,58.7
CITROEN,Diesel,FWD,148,272,18.8,3638,131,190.12,73.23,58.7
CITROEN,Diesel,FWD,179,295,18.8,3814,136,190.12,73.23,58.7
CITROEN,Diesel,FWD,179,295,18.8,3814,136,190.12,73.23,58.7
CITROEN,Petrol,FWD,163,177,15.9,3316,126,178.35,73.66,59.25
CITROEN,Petrol,FWD,163,177,15.9,3316,126,178.35,73.66,59.25
CITROEN,Petrol,FWD,163,177,15.9,3316,126,178.35,73.66,59.25
CITROEN,Diesel,FWD,179,295,15.9,3560,137,178.35,73.66,59.25
CITROEN,Diesel,FWD,179,295,15.9,3560,137,178.35,73.66,59.25
CITROEN,Diesel,FWD,179,295,15.9,3560,137,178.35,73.66,59.25
CITROEN,Diesel,FWD,179,295,15.9,3560,137,178.35,73.66,59.25
CITROEN,Diesel,FWD,148,272,15.9,3554,131,178.35,73.66,59.25
CITROEN,Diesel,FWD,148,272,15.9,3554,131,178.35,73.66,59.25
CITROEN,Diesel,FWD,148,272,15.9,3554,131,178.35,73.66,59.25
CITROEN,Diesel,FWD,148,272,15.9,3554,131,178.35,73.66,59.25
CITROEN,Diesel,FWD,118,210,15.9,3314,119,178.35,73.66,59.25
CITROEN,Diesel,FWD,118,210,15.9,3314,119,178.35,73.66,59.25
CITROEN,Diesel,FWD,118,210,15.9,3314,119,178.35,73.66,59.25
CITROEN,Petrol,FWD,109,151,15.9,2811,114,170.43,70.43,58.62
CITROEN,Petrol,FWD,129,169,15.9,2822,124,170.43,70.43,58.62
CITROEN,Petrol,FWD,129,169,15.9,2899,122,170.43,70.43,58.62
CITROEN,Petrol,FWD,109,151,15.9,2811,114,170.43,70.43,58.62
CITROEN,Petrol,FWD,129,169,15.9,2899,122,170.43,70.43,58.62
CITROEN,Petrol,FWD,129,169,15.9,2822,124,170.43,70.43,58.62
CITROEN,Petrol,FWD,94,99,15.9,2811,113,170.43,70.43,58.62
CITROEN,Petrol,FWD,109,151,15.9,2811,114,170.43,70.43,58.62
CITROEN,Petrol,FWD,109,151,15.9,2811,114,170.43,70.43,58.62
CITROEN,Petrol,FWD,129,169,15.9,2899,122,170.43,70.43,58.62
CITROEN,Diesel,FWD,98,187,15.9,2811,112,170.43,70.43,58.62
CITROEN,Diesel,FWD,98,187,15.9,2811,110,170.43,70.43,58.62
CITROEN,Diesel,FWD,118,221,15.9,2987,119,170.43,70.43,58.62
CITROEN,Diesel,FWD,148,272,15.9,3164,129,170.43,70.43,58.62
CITROEN,Diesel,FWD,118,221,15.9,3031,119,170.43,70.43,58.62
CITROEN,Diesel,FWD,118,221,15.9,3031,119,170.43,70.43,58.62
CITROEN,Diesel,FWD,98,187,15.9,2822,112,170.43,70.43,58.62
CITROEN,Diesel,FWD,118,221,15.9,2987,122,170.43,70.43,58.62
CITROEN,Diesel,FWD,112,199,15.9,2822,118,170.43,70.43,58.62
CITROEN,Diesel,FWD,112,199,15.9,2822,118,170.43,70.43,58.62
CITROEN,Diesel,FWD,91,169,15.9,2822,112,170.43,70.43,58.62
CITROEN,Diesel,FWD,118,221,15.9,2987,119,170.43,70.43,58.62
CITROEN,Diesel,FWD,148,272,15.9,3164,129,170.43,70.43,58.62
CITROEN,Diesel,FWD,98,187,15.9,2811,112,170.43,70.43,58.62
CITROEN,Diesel,FWD,112,199,15.9,2822,118,170.43,70.43,58.62
CITROEN,Diesel,FWD,98,187,15.9,2811,112,170.43,70.43,58.62
CITROEN,Diesel,FWD,118,221,15.9,3031,119,170.43,70.43,58.62
CITROEN,Petrol,FWD,81,87,13.2,2441,107,155.43,67.52,57.4
CITROEN,Petrol,FWD,81,87,13.2,2441,107,155.43,67.52,57.4
CITROEN,Petrol,FWD,118,118,13.2,2564,118,155.43,67.52,57.4
CITROEN,Petrol,FWD,154,191,13.2,2714,132,155.43,67.52,57.4
CITROEN,Petrol,FWD,163,177,13.2,2734,135,155.43,67.52,57.4
CITROEN,Petrol,FWD,109,151,13.2,2568,118,155.43,67.52,57.4
CITROEN,Diesel,FWD,91,169,12.2,2624,111,155.43,67.52,57.4
CITROEN,Diesel,FWD,118,199,12.2,2624,118,155.43,67.52,57.4
CITROEN,Diesel,FWD,91,169,12.2,2612,113,155.43,67.52,57.4
CITROEN,Petrol,FWD,68,70,9.2,2061,98,136.46,63.58,57.48
CITROEN,Petrol,FWD,81,87,9.2,2072,106,136.46,63.58,57.48
CITROEN,Petrol,FWD,81,87,9.2,2108,106,136.46,63.58,57.48
CITROEN,Petrol,FWD,81,87,9.2,2108,106,136.46,63.58,57.48
CITROEN,Petrol,FWD,68,70,9.2,2097,96,136.46,63.58,57.48
CITROEN,Petrol,FWD,68,70,9.2,2097,96,136.46,63.58,57.48
CITROEN,Petrol,FWD,68,70,9.2,2097,98,136.46,63.58,57.48
CITROEN,Petrol,FWD,68,70,9.2,2097,98,136.46,63.58,57.48
CITROEN,Petrol,FWD,68,70,9.2,2053,96,136.46,63.58,57.48
CITROEN,Petrol,FWD,68,70,9.2,2053,96,136.46,63.58,57.48
CITROEN,Petrol,FWD,81,87,9.2,2072,106,136.46,63.58,57.48
CITROEN,Petrol,FWD,68,70,9.2,2061,96,136.46,63.58,57.48
CITROEN,Petrol,FWD,68,70,9.2,2061,98,136.46,63.58,57.48
CITROEN,Petrol,FWD,68,70,9.2,2017,96,136.46,63.58,57.48
CITROEN,Petrol,FWD,81,87,9.2,2072,106,136.46,63.58,57.48
CITROEN,Petrol,FWD,68,70,9.2,2061,96,136.46,63.58,57.48
CITROEN,Petrol,FWD,81,87,9.2,2108,106,136.46,63.58,57.48
CITROEN,Petrol,FWD,81,87,13.2,2293,104,163.66,68.07,58.27
CITROEN,Petrol,FWD,81,87,13.2,2315,107,163.66,68.07,58.27
CITROEN,Petrol,FWD,81,87,13.2,2315,106,163.66,68.07,58.27
CITROEN,Petrol,FWD,109,151,13.2,2414,117,163.66,68.07,58.27
CITROEN,Petrol,FWD,109,151,13.2,2414,117,163.66,68.07,58.27
CITROEN,Petrol,FWD,109,151,13.2,2414,117,163.66,68.07,58.27
CITROEN,Petrol,FWD,81,87,13.2,2293,104,163.66,68.07,58.27
CITROEN,Petrol,FWD,81,87,13.2,2293,104,163.66,68.07,58.27
CITROEN,Petrol,FWD,81,87,13.2,2293,104,163.66,68.07,58.27
CITROEN,Petrol,FWD,81,87,13.2,2315,107,163.66,68.07,58.27
CITROEN,Petrol,FWD,74,87,13.2,2293,104,163.66,68.07,58.27
CITROEN,Petrol,FWD,81,87,13.2,2293,104,163.66,68.07,58.27
CITROEN,Petrol,FWD,81,87,13.2,2315,107,163.66,68.07,58.27
CITROEN,Petrol,FWD,109,151,13.2,2414,117,163.66,68.07,58.27
CITROEN,Petrol,FWD,109,151,13.2,2414,117,163.66,68.07,58.27
CITROEN,Petrol,FWD,81,87,13.2,2414,105,163.66,68.07,58.27
CITROEN,Petrol,FWD,109,151,13.2,2414,117,163.66,68.07,58.27
CITROEN,Petrol,FWD,109,151,13.2,2414,117,163.66,68.07,58.27
CITROEN,Petrol,FWD,109,151,13.2,2414,117,163.66,68.07,58.27
CITROEN,Petrol,FWD,81,87,13.2,2315,108,163.66,68.07,58.27
CITROEN,Petrol,FWD,109,151,13.2,2414,117,163.66,68.07,58.27
CITROEN,Petrol,FWD,109,151,13.2,2480,117,163.66,68.07,58.27
CITROEN,Diesel,FWD,98,187,11.9,2524,114,163.66,68.07,58.27
CITROEN,Diesel,FWD,91,169,13.2,2524,109,163.66,68.07,58.27
CITROEN,Diesel,FWD,91,169,13.2,2491,113,163.66,68.07,58.27
CITROEN,Diesel,FWD,91,169,13.2,2491,113,163.66,68.07,58.27
CITROEN,Diesel,FWD,91,169,13.2,2491,113,163.66,68.07,58.27
CITROEN,Diesel,FWD,91,169,13.2,2491,113,163.66,68.07,58.27
CITROEN,Diesel,FWD,98,187,11.9,2524,114,163.66,68.07,58.27
CITROEN,Diesel,FWD,98,187,11.9,2524,114,163.66,68.07,58.27
CITROEN,Diesel,FWD,91,169,13.2,2491,113,163.66,68.07,58.27
CITROEN,Diesel,FWD,98,187,11.9,2524,114,163.66,68.07,58.27
CITROEN,Diesel,FWD,98,187,11.9,2524,114,163.66,68.07,58.27
CITROEN,Diesel,FWD,98,187,11.9,2524,114,163.66,68.07,58.27
CITROEN,Diesel,FWD,98,187,11.9,2524,114,163.66,68.07,58.27
CITROEN,Diesel,FWD,91,169,13.2,2524,109,163.66,68.07,58.27
CITROEN,Diesel,FWD,98,187,11.9,2524,114,163.66,68.07,58.27
CITROEN,Diesel,FWD,98,187,11.9,2524,114,163.66,68.07,58.27
CITROEN,Diesel,FWD,98,187,11.9,2524,114,163.66,68.07,58.27
CITROEN,Diesel,FWD,98,187,11.9,2524,114,163.66,68.07,58.27
CITROEN,Diesel,FWD,98,187,11.9,2557,114,163.66,68.07,58.27
CITROEN,Diesel,FWD,98,187,11.9,2557,114,163.66,68.07,58.27
CITROEN,Diesel,FWD,98,187,11.9,2557,114,163.66,68.07,58.27
CITROEN,Diesel,FWD,98,187,11.9,2524,114,163.66,68.07,58.27
CITROEN,Diesel,FWD,98,187,11.9,2557,114,163.66,68.07,58.27
CITROEN,Diesel,FWD,98,187,11.9,2557,114,163.66,68.07,58.27
CITROEN,Petrol,FWD,81,87,13.2,2544,109,155.43,67.52,57.4
CITROEN,Petrol,FWD,204,202,13.2,2734,146,155.98,67.48,56.81
CITROEN,Petrol,FWD,163,177,13.2,2679,135,155.43,67.52,57.4
CITROEN,Petrol,FWD,163,177,13.2,2679,135,155.43,67.52,57.4
CITROEN,Petrol,FWD,109,151,13.2,2524,118,155.43,67.52,57.4
CITROEN,Petrol,FWD,109,151,13.2,2524,118,155.43,67.52,57.4
CITROEN,Petrol,FWD,154,177,13.2,2568,133,155.43,67.52,57.4
CITROEN,Petrol,FWD,154,177,13.2,2568,133,155.43,67.52,57.4
CITROEN,Petrol,FWD,118,118,13.2,2566,118,155.43,67.52,57.4
CITROEN,Petrol,FWD,118,118,13.2,2535,118,155.43,67.52,57.4
CITROEN,Petrol,FWD,81,87,13.2,2315,108,155.43,67.52,57.4
CITROEN,Petrol,FWD,81,87,13.2,2544,109,155.43,67.52,57.4
CITROEN,Petrol,FWD,118,118,13.2,2535,118,155.43,67.52,57.4
CITROEN,Petrol,FWD,109,151,13.2,2524,118,155.43,67.52,57.4
CITROEN,Diesel,FWD,67,118,12.2,2524,101,155.43,67.52,57.4
CITROEN,Diesel,FWD,67,118,12.2,2524,101,155.43,67.52,57.4
CITROEN,Diesel,FWD,91,169,12.2,2557,113,155.43,67.52,57.4
CITROEN,Diesel,FWD,91,169,12.2,2568,111,155.43,67.52,57.4
CITROEN,Diesel,FWD,118,199,12.2,2568,118,155.43,67.52,57.4
CITROEN,Diesel,FWD,118,199,12.2,2568,118,155.43,67.52,57.4
CITROEN,Diesel,FWD,91,169,12.2,2557,113,155.43,67.52,57.4
CITROEN,Petrol,FWD,118,118,15.1,2983,116,180.98,71.89,64.49
CITROEN,Petrol,FWD,118,118,15.1,2983,116,180.98,71.89,64.49
CITROEN,Petrol,FWD,154,177,15.1,3060,130,180.98,71.89,64.49
CITROEN,Petrol,FWD,154,177,15.1,3060,130,180.98,71.89,64.49
CITROEN,Petrol,FWD,129,169,15.1,3025,125,180.98,71.89,64.49
CITROEN,Petrol,FWD,129,169,15.1,3025,125,180.98,71.89,64.49
CITROEN,Petrol,FWD,129,169,15.1,3025,125,180.98,71.89,64.49
CITROEN,Petrol,FWD,163,177,15.1,3075,131,180.98,71.89,64.49
CITROEN,Petrol,FWD,129,169,15.1,3025,125,180.98,71.89,64.49
CITROEN,Petrol,FWD,129,169,15.1,3025,125,180.98,71.89,64.49
CITROEN,Petrol,FWD,129,169,15.1,3025,125,180.98,71.89,64.49
CITROEN,Petrol,FWD,129,169,15.1,3075,125,180.98,71.89,64.49
CITROEN,Petrol,FWD,129,169,15.1,3075,125,180.98,71.89,64.49
CITROEN,Diesel,FWD,112,210,14.5,3075,117,180.98,71.89,64.49
CITROEN,Diesel,FWD,112,210,14.5,3075,117,180.98,71.89,64.49
CITROEN,Diesel,FWD,112,210,14.5,3075,117,180.98,71.89,64.49
CITROEN,Diesel,FWD,112,210,14.5,3075,117,180.98,71.89,64.49
CITROEN,Diesel,FWD,112,210,14.5,3075,117,180.98,71.89,64.49
CITROEN,Diesel,FWD,148,272,14.5,3419,129,180.98,71.89,64.49
CITROEN,Diesel,FWD,112,210,14.5,3075,117,180.98,71.89,64.49
CITROEN,Diesel,FWD,148,272,14.5,3318,131,180.98,71.89,64.49
CITROEN,Diesel,FWD,148,272,14.5,3318,131,180.98,71.89,64.49
CITROEN,Diesel,FWD,112,210,14.5,3075,117,180.98,71.89,64.49
CITROEN,Diesel,FWD,148,272,14.5,3419,129,180.98,71.89,64.49
CITROEN,Diesel,FWD,148,272,14.5,3318,131,180.98,71.89,64.49
CITROEN,Diesel,FWD,148,272,14.5,3318,131,180.98,71.89,64.49
CITROEN,Diesel,FWD,148,272,14.5,3318,131,180.98,71.89,64.49
CITROEN,Diesel,FWD,148,272,14.5,3419,129,180.98,71.89,64.49
CITROEN,Diesel,FWD,112,210,14.5,3075,117,180.98,71.89,64.49
CITROEN,Diesel,FWD,112,210,14.5,3075,117,180.98,71.89,64.49
CITROEN,Diesel,FWD,98,187,14.5,3075,109,180.98,71.89,64.49
CITROEN,Diesel,FWD,148,272,14.5,3419,129,180.98,71.89,64.49
CITROEN,Diesel,FWD,148,272,14.5,3419,129,180.98,71.89,64.49
CITROEN,Diesel,FWD,118,221,14.5,3135,117,180.98,71.89,64.49
CITROEN,Diesel,FWD,148,272,14.5,3318,131,180.98,71.89,64.49
CITROEN,Diesel,FWD,118,221,14.5,3161,117,180.98,71.89,64.49
CITROEN,Diesel,FWD,148,272,14.5,3318,131,180.98,71.89,64.49
CITROEN,Diesel,FWD,148,272,14.5,3419,129,180.98,71.89,64.49
CITROEN,Diesel,FWD,134,236,21.1,4068,121,186.06,72.99,73.07
CITROEN,Diesel,FWD,134,236,21.1,4068,121,186.06,72.99,73.07
CITROEN,Diesel,FWD,161,250,21.1,4068,126,186.06,72.99,73.07
CITROEN,Diesel,FWD,161,250,21.1,4068,126,186.06,72.99,73.07
CITROEN,Petrol,FWD,118,118,15.1,2926,116,174.33,71.89,63.5
CITROEN,Petrol,FWD,118,118,15.1,2926,116,174.33,71.89,63.5
CITROEN,Petrol,FWD,154,177,15.1,3023,130,174.33,71.89,63.5
CITROEN,Petrol,FWD,154,177,15.1,3023,130,174.33,71.89,63.5
CITROEN,Petrol,FWD,163,177,15.1,3053,131,174.33,71.89,63.5
CITROEN,Petrol,FWD,163,177,15.1,3053,131,174.33,71.89,63.5
CITROEN,Petrol,FWD,129,169,15.1,2987,125,174.33,71.89,63.5
CITROEN,Petrol,FWD,129,169,15.1,2987,125,174.33,71.89,63.5
CITROEN,Petrol,FWD,129,169,15.1,2987,125,174.33,71.89,63.5
CITROEN,Petrol,FWD,129,169,15.1,2987,125,174.33,71.89,63.5
CITROEN,Petrol,FWD,163,177,15.1,3053,131,174.33,71.89,63.5
CITROEN,Petrol,FWD,163,177,15.1,3053,131,174.33,71.89,63.5
CITROEN,Petrol,FWD,129,169,15.1,2987,125,174.33,71.89,63.5
CITROEN,Petrol,FWD,129,169,15.1,2987,125,174.33,71.89,63.5
CITROEN,Petrol,FWD,129,169,15.1,2987,125,174.33,71.89,63.5
CITROEN,Petrol,FWD,129,169,15.1,2987,125,174.33,71.89,63.5
CITROEN,Diesel,FWD,91,169,14.5,2985,108,174.33,71.89,63.5
CITROEN,Diesel,FWD,91,169,14.5,3007,109,174.33,71.89,63.5
CITROEN,Diesel,FWD,112,210,14.5,3027,117,174.33,71.89,63.5
CITROEN,Diesel,FWD,112,210,14.5,3020,117,174.33,71.89,63.5
CITROEN,Diesel,FWD,91,169,14.5,2985,108,174.33,71.89,63.5
CITROEN,Diesel,FWD,112,210,14.5,3027,117,174.33,71.89,63.5
CITROEN,Diesel,FWD,112,210,14.5,3009,117,174.33,71.89,63.5
CITROEN,Diesel,FWD,112,210,14.5,3009,117,174.33,71.89,63.5
CITROEN,Diesel,FWD,148,272,14.5,3285,131,174.33,71.89,63.5
CITROEN,Diesel,FWD,112,210,14.5,3020,117,174.33,71.89,63.5
CITROEN,Diesel,FWD,112,210,14.5,3020,117,174.33,71.89,63.5
CITROEN,Diesel,FWD,112,210,14.5,3027,117,174.33,71.89,63.5
CITROEN,Diesel,FWD,112,210,14.5,3027,117,174.33,71.89,63.5
CITROEN,Diesel,FWD,148,272,14.5,3285,131,174.33,71.89,63.5
CITROEN,Diesel,FWD,148,272,14.5,3329,129,174.33,71.89,63.5
CITROEN,Diesel,FWD,148,272,14.5,3285,129,174.33,71.89,63.5
CITROEN,Diesel,FWD,118,221,14.5,3075,117,174.33,71.89,63.5
CITROEN,Diesel,FWD,118,221,14.5,3075,117,174.33,71.89,63.5
CITROEN,Diesel,FWD,148,272,14.5,3285,131,174.33,71.89,63.5
CITROEN,Diesel,FWD,118,221,14.5,3075,117,174.33,71.89,63.5
CITROEN,Diesel,FWD,118,221,14.5,3075,117,174.33,71.89,63.5
CITROEN,Diesel,FWD,118,221,14.5,3075,117,174.33,71.89,63.5
CITROEN,Diesel,FWD,148,272,14.5,3285,131,174.33,71.89,63.5
CITROEN,Diesel,FWD,112,210,14.5,3027,117,174.33,71.89,63.5
CITROEN,Diesel,FWD,112,210,14.5,3020,117,174.33,71.89,63.5
CITROEN,Diesel,FWD,148,272,14.5,3285,131,174.33,71.89,63.5
CITROEN,Diesel,FWD,148,272,14.5,3329,129,174.33,71.89,63.5
CITROEN,Diesel,FWD,98,187,14.5,3023,109,174.33,71.89,63.5
CITROEN,Diesel,FWD,98,187,14.5,3023,109,174.33,71.89,63.5
CITROEN,Diesel,FWD,118,221,14.5,3075,117,174.33,71.89,63.5
CITROEN,Diesel,FWD,148,272,14.5,3285,129,174.33,71.89,63.5
CITROEN,Diesel,FWD,148,272,14.5,3285,129,174.33,71.89,63.5
CITROEN,Diesel,FWD,148,272,14.5,3285,131,174.33,71.89,63.5
CITROEN,Diesel,FWD,148,272,14.5,3285,131,174.33,71.89,63.5
CITROEN,Diesel,FWD,148,272,14.5,3285,129,174.33,71.89,63.5
CITROEN,Petrol,FWD,154,177,15.9,3296,126,178.35,72.83,59.37
CITROEN,Petrol,FWD,197,202,15.9,3318,146,178.35,72.83,59.37
CITROEN,Petrol,FWD,154,177,15.9,3296,126,178.35,72.83,59.37
CITROEN,Petrol,FWD,154,177,15.9,3461,126,178.35,73.66,59.57
CITROEN,Petrol,FWD,154,177,15.9,3461,126,178.35,73.66,59.57
CITROEN,Petrol,FWD,197,202,15.9,3483,146,178.35,73.66,59.57
CITROEN,Petrol,FWD,154,177,15.9,3461,126,178.35,73.66,59.57
CITROEN,Petrol,FWD,154,177,15.9,3461,126,178.35,73.66,59.57
CITROEN,Petrol,FWD,197,202,15.9,3483,146,178.35,73.66,59.57
CITROEN,Diesel,FWD,161,250,15.9,3560,132,178.35,72.83,59.37
CITROEN,Diesel,FWD,109,210,15.9,3296,119,178.35,72.83,59.37
CITROEN,Diesel,FWD,161,250,15.9,3538,134,178.35,72.83,59.37
CITROEN,Diesel,FWD,112,210,15.9,3296,119,178.35,72.83,59.37
CITROEN,Diesel,FWD,161,250,15.9,3538,134,178.35,72.83,59.37
CITROEN,Diesel,FWD,161,250,15.9,3560,132,178.35,72.83,59.37
CITROEN,Diesel,FWD,161,250,15.9,3538,134,178.35,72.83,59.37
CITROEN,Diesel,FWD,112,210,15.9,3296,119,178.35,72.83,59.37
CITROEN,Diesel,FWD,161,250,15.9,3560,132,178.35,72.83,59.37
CITROEN,Diesel,FWD,112,199,15.9,3461,119,178.35,73.66,59.57
CITROEN,Diesel,FWD,112,199,15.9,3461,119,178.35,73.66,59.57
CITROEN,Diesel,FWD,161,250,15.9,3726,132,178.35,73.66,59.57
CITROEN,Diesel,FWD,179,295,15.9,3726,137,178.35,73.66,59.57
CITROEN,Diesel,FWD,118,221,15.9,3479,119,178.35,73.66,59.57
CITROEN,Diesel,FWD,118,221,15.9,3479,119,178.35,73.66,59.57
CITROEN,Diesel,FWD,118,221,15.9,3479,119,178.35,73.66,59.57
CITROEN,Diesel,FWD,161,250,15.9,3726,132,178.35,73.66,59.57
CITROEN,Diesel,FWD,161,250,15.9,3726,132,178.35,73.66,59.57
CITROEN,Diesel,FWD,161,250,15.9,3726,132,178.35,73.66,59.57
CITROEN,Diesel,FWD,112,199,15.9,3461,119,178.35,73.66,59.57
CITROEN,Diesel,FWD,161,250,15.9,3726,132,178.35,73.66,59.57
CITROEN,Diesel,FWD,161,250,15.9,3704,134,178.35,73.66,59.57
CITROEN,Diesel,FWD,179,295,15.9,3726,137,178.35,73.66,59.57
CITROEN,Diesel,FWD,179,295,15.9,3726,137,178.35,73.66,59.57
CITROEN,Diesel,FWD,179,295,15.9,3726,137,178.35,73.66,59.57
CITROEN,Diesel,FWD,179,295,15.9,3726,137,178.35,73.66,59.57
CITROEN,Diesel,FWD,112,199,15.9,3461,119,178.35,73.66,59.57
CITROEN,Diesel,FWD,161,250,15.9,3704,134,178.35,73.66,59.57
CITROEN,Diesel,FWD,161,250,15.9,3704,134,178.35,73.66,59.57
CITROEN,Diesel,FWD,161,250,15.9,3704,134,178.35,73.66,59.57
CITROEN,Diesel,FWD,161,250,15.9,3704,134,178.35,73.66,59.57
CITROEN,Diesel,FWD,161,250,15.9,3726,132,178.35,73.66,59.57
CITROEN,Petrol,FWD,115,113,16.6,3042,114,170.91,70.83,63.98
CITROEN,Petrol,FWD,115,113,16.6,3042,114,170.91,70.83,63.98
CITROEN,Petrol,FWD,115,113,16.6,3042,114,170.91,70.83,63.98
CITROEN,Petrol,FWD,115,113,16.6,3042,114,170.91,70.83,63.98
CITROEN,Diesel,FWD,148,221,16.6,3318,124,170.91,70.83,63.98
CITROEN,Diesel,FWD,112,206,15.9,3064,113,170.91,70.83,63.98
CITROEN,Diesel,FWD,112,206,15.9,3064,113,170.91,70.83,63.98
CITROEN,Diesel,FWD,112,206,15.9,3064,113,170.91,70.83,63.98
CITROEN,Diesel,FWD,112,206,15.9,3064,113,170.91,70.83,63.98
CITROEN,Diesel,FWD,112,206,15.9,3064,113,170.91,70.83,63.98
CITROEN,Diesel,FWD,112,206,15.9,3064,113,170.91,70.83,63.98
CITROEN,Petrol,FWD,71,81,13.2,2326,99,174.29,68.82,57.72
CITROEN,Petrol,FWD,114,110,13.2,2568,117,174.29,68.82,57.72
CITROEN,Petrol,FWD,114,110,13.2,2681,117,174.29,68.82,57.72
CITROEN,Petrol,FWD,71,81,13.2,2326,99,174.29,68.82,57.72
CITROEN,Petrol,FWD,71,81,13.2,2326,99,174.29,68.82,57.72
CITROEN,Petrol,FWD,114,110,13.2,2568,117,174.29,68.82,57.72
CITROEN,Petrol,FWD,71,81,13.2,2326,99,174.29,68.82,57.72
CITROEN,Petrol,FWD,71,81,13.2,2326,99,174.29,68.82,57.72
CITROEN,Petrol,FWD,114,110,13.2,2568,117,174.29,68.82,57.72
CITROEN,Petrol,FWD,114,110,13.2,2568,117,174.29,68.82,57.72
CITROEN,Petrol,FWD,114,110,13.2,2568,117,174.29,68.82,57.72
CITROEN,Petrol,FWD,114,110,13.2,2624,11,174.29,68.82,57.72
CITROEN,Diesel,FWD,91,169,12.7,2568,112,174.29,68.82,57.72
CITROEN,Diesel,FWD,91,169,12.7,2568,112,174.29,68.82,57.72
CITROEN,Diesel,FWD,91,169,12.7,2568,112,174.29,68.82,57.72
CITROEN,Petrol,FWD,118,118,15.9,2822,120,168.31,71.26,60.08
CITROEN,Petrol,FWD,118,118,15.9,2822,120,168.31,71.26,60.08
CITROEN,Petrol,FWD,154,177,15.9,2996,133,168.31,71.26,60.08
CITROEN,Petrol,FWD,197,202,15.9,3067,146,168.31,71.26,60.08
CITROEN,Petrol,FWD,118,118,15.9,2822,120,168.31,71.26,60.08
CITROEN,Petrol,FWD,161,177,15.9,3170,132,168.31,71.26,60.08
CITROEN,Petrol,FWD,118,118,15.9,2822,120,168.31,71.26,60.08
CITROEN,Petrol,FWD,197,202,15.9,3067,146,168.31,71.26,60.08
CITROEN,Petrol,FWD,197,202,15.9,3067,146,168.31,71.26,60.08
CITROEN,Petrol,FWD,161,177,15.9,3170,132,168.31,71.26,60.08
CITROEN,Petrol,FWD,118,118,15.9,2822,120,168.31,71.26,60.08
CITROEN,Petrol,FWD,118,118,15.9,2822,120,168.31,71.26,60.08
CITROEN,Petrol,FWD,129,169,15.9,2932,123,168.31,71.26,60.08
CITROEN,Petrol,FWD,129,169,15.9,2932,123,168.31,71.26,60.08
CITROEN,Petrol,FWD,197,202,15.9,3067,146,168.31,71.26,60.08
CITROEN,Diesel,FWD,109,210,15.9,3009,118,168.31,71.26,60.08
CITROEN,Diesel,FWD,161,250,15.9,3075,132,168.31,71.26,60.08
CITROEN,Diesel,FWD,161,250,15.9,3075,132,168.31,71.26,60.08
CITROEN,Diesel,FWD,109,199,15.9,3031,118,168.31,71.26,60.08
CITROEN,Diesel,FWD,109,199,15.9,3031,118,168.31,71.26,60.08
CITROEN,Diesel,FWD,91,169,15.9,2978,112,168.31,71.26,60.08
CITROEN,Diesel,FWD,109,199,15.9,3009,118,168.31,71.26,60.08
CITROEN,Diesel,FWD,109,199,15.9,3009,118,168.31,71.26,60.08
CITROEN,Diesel,FWD,109,210,15.9,3009,118,168.31,71.26,60.08
CITROEN,Diesel,FWD,109,210,15.9,3031,118,168.31,71.26,60.08
CITROEN,Diesel,FWD,161,250,15.9,3075,132,168.31,71.26,60.08
CITROEN,Diesel,FWD,109,210,15.9,3020,118,168.31,71.26,60.08
CITROEN,Diesel,FWD,161,250,15.9,3075,132,168.31,71.26,60.08
CITROEN,Diesel,FWD,109,210,15.9,3031,118,168.31,71.26,60.08
CITROEN,Diesel,FWD,91,169,15.9,2978,112,168.31,71.26,60.08
CITROEN,Diesel,FWD,109,210,15.9,3020,118,168.31,71.26,60.08
CITROEN,Diesel,FWD,112,210,15.9,3031,118,168.31,71.26,60.08
CITROEN,Diesel,FWD,112,210,15.9,3031,118,168.31,71.26,60.08
CITROEN,Diesel,FWD,161,250,15.9,3075,132,168.31,71.26,60.08
CITROEN,Diesel,FWD,161,250,15.9,3075,132,168.31,71.26,60.08
CITROEN,Diesel,FWD,112,210,15.9,3020,118,168.31,71.26,60.08
CITROEN,Diesel,FWD,112,210,15.9,3020,118,168.31,71.26,60.08
CITROEN,Diesel,FWD,91,169,15.9,2978,112,168.31,71.26,60.08
CITROEN,Diesel,FWD,112,210,15.9,3020,118,168.31,71.26,60.08
CITROEN,Diesel,FWD,118,221,15.9,3009,120,168.31,71.26,60.08
CITROEN,Diesel,FWD,148,272,15.9,3274,129,168.31,71.26,60.08
CITROEN,Diesel,FWD,148,272,15.9,3274,129,168.31,71.26,60.08
CITROEN,Diesel,FWD,179,295,15.9,3296,127,168.31,71.26,60.08
CITROEN,Diesel,FWD,179,295,15.9,3296,127,168.31,71.26,60.08
CITROEN,Diesel,FWD,112,210,15.9,2822,118,170.43,70.43,58.62
CITROEN,Diesel,FWD,112,210,15.9,2822,118,170.43,70.43,58.62
CITROEN,Diesel,FWD,112,210,15.9,2822,118,170.43,70.43,58.62
CITROEN,Diesel,FWD,112,210,15.9,2822,118,170.43,70.43,58.62
CITROEN,Diesel,FWD,112,210,15.9,2822,118,170.43,70.43,58.62
