Model,Fuel type ,Drive wheels - Traction - Drivetrain ,Maximum power - Output - Horsepower ,Maximum torque ,Fuel Tank Capacity ,Curb Weight ,Top Speed ,Length ,Width ,Height 
VOLKSWAGEN,Diesel,FWD,68,114,11.9,2401,102,154.17,64.96,57.76
VOLKSWAGEN,Diesel,FWD,129,228,11.9,2579,128,154.17,64.96,56.97
VOLKSWAGEN,Diesel,FWD,68,114,11.9,2401,102,154.17,64.96,57.76
VOLKSWAGEN,Diesel,FWD,79,143,11.9,2401,108,154.17,64.96,57.76
VOLKSWAGEN,Diesel,FWD,100,177,11.9,2485,117,154.17,64.96,57.76
VOLKSWAGEN,Diesel,FWD,79,143,11.9,2445,109,154.17,64.96,57.76
VOLKSWAGEN,Petrol,FWD,101,109,14.5,2795,116,179.29,70.12,57.44
VOLKSWAGEN,Petrol,FWD,158,177,14.5,3201,137,179.29,70.12,57.44
VOLKSWAGEN,Petrol,FWD,158,177,14.5,3161,137,179.29,70.12,57.44
VOLKSWAGEN,Petrol,FWD,120,147,14.5,3095,124,179.29,70.12,57.44
VOLKSWAGEN,Petrol,FWD,120,147,14.5,3095,124,179.29,70.12,57.44
VOLKSWAGEN,Petrol,FWD,101,109,14.5,2961,116,179.29,70.12,57.44
VOLKSWAGEN,Petrol,FWD,114,114,14.5,2802,121,179.29,70.12,57.44
VOLKSWAGEN,Petrol,FWD,138,162,14.5,2950,129,179.29,70.12,57.44
VOLKSWAGEN,Diesel,FWD,104,184,14.5,3157,116,179.29,70.12,57.44
VOLKSWAGEN,Diesel,FWD,138,236,14.5,3071,129,179.29,70.12,57.44
VOLKSWAGEN,Diesel,FWD,104,184,14.5,2965,117,179.29,70.12,57.44
VOLKSWAGEN,Diesel,FWD,104,184,14.5,3157,116,179.29,70.12,57.44
VOLKSWAGEN,Diesel,FWD,104,184,14.5,3221,116,179.29,70.12,57.44
VOLKSWAGEN,Diesel,FWD,138,236,14.5,3276,129,179.29,70.12,57.44
VOLKSWAGEN,Diesel,FWD,138,236,14.5,3314,127,179.29,70.12,57.44
VOLKSWAGEN,Petrol,FWD,101,109,18.5,3082,116,187.95,71.65,59.72
VOLKSWAGEN,Petrol,FWD,197,206,18.5,3307,144,187.95,71.65,59.13
VOLKSWAGEN,Petrol,FWD,197,206,18.5,3347,141,187.95,71.65,59.13
VOLKSWAGEN,Petrol,FWD,197,206,18.5,3347,141,187.95,71.65,59.13
VOLKSWAGEN,Petrol,FWD,197,206,18.5,3307,144,187.95,71.65,59.13
VOLKSWAGEN,Petrol,FWD,197,206,18.5,3347,141,187.95,71.65,59.13
VOLKSWAGEN,Petrol,FWD,197,206,18.5,3307,144,187.95,71.65,59.13
VOLKSWAGEN,Petrol,FWD,197,206,18.5,3347,141,187.95,71.65,59.13
VOLKSWAGEN,Petrol,FWD,197,206,18.5,3307,144,187.95,71.65,59.13
VOLKSWAGEN,Petrol,FWD,114,114,18.5,3093,122,187.95,71.65,59.72
VOLKSWAGEN,Petrol,FWD,114,114,18.5,3093,122,187.95,71.65,59.72
VOLKSWAGEN,Petrol,FWD,148,147,18.5,3186,131,187.95,71.65,59.72
VOLKSWAGEN,Petrol,FWD,114,114,18.5,3179,119,187.95,71.65,59.72
VOLKSWAGEN,Petrol,FWD,148,147,18.5,3186,131,187.95,71.65,59.13
VOLKSWAGEN,Petrol,FWD,148,147,18.5,3186,131,187.95,71.65,59.13
VOLKSWAGEN,Petrol,FWD,148,147,18.5,3250,127,187.95,71.65,59.72
VOLKSWAGEN,Petrol,FWD,148,147,18.5,3250,127,187.95,71.65,59.13
VOLKSWAGEN,Petrol,FWD,148,147,18.5,3250,127,187.95,71.65,59.13
VOLKSWAGEN,Petrol,FWD,120,147,18.5,3150,124,187.95,71.65,59.72
VOLKSWAGEN,Petrol,FWD,120,147,18.5,3150,124,187.95,71.65,59.72
VOLKSWAGEN,Petrol,FWD,158,184,18.5,3217,135,187.95,71.65,59.72
VOLKSWAGEN,Petrol,FWD,158,184,18.5,3217,135,187.95,71.65,59.13
VOLKSWAGEN,Petrol,FWD,158,184,18.5,3217,135,187.95,71.65,59.13
VOLKSWAGEN,Petrol,FWD,158,184,18.5,3217,135,187.95,71.65,59.13
VOLKSWAGEN,Diesel,FWD,168,258,18.5,3333,137,187.95,71.65,59.72
VOLKSWAGEN,Diesel,FWD,104,184,18.5,3256,115,187.95,71.65,59.72
VOLKSWAGEN,Diesel,FWD,138,236,18.5,3329,128,187.95,71.65,59.72
VOLKSWAGEN,Diesel,FWD,138,236,18.5,3329,128,187.95,71.65,59.13
VOLKSWAGEN,Diesel,FWD,104,184,18.5,3256,115,187.95,71.65,59.72
VOLKSWAGEN,Diesel,FWD,138,236,18.5,3329,128,187.95,71.65,59.13
VOLKSWAGEN,Diesel,FWD,138,236,18.5,3329,128,187.95,71.65,59.13
VOLKSWAGEN,Diesel,FWD,138,236,18.5,3329,128,187.95,71.65,59.72
VOLKSWAGEN,Diesel,FWD,138,236,18.5,3329,128,187.95,71.65,59.13
VOLKSWAGEN,Diesel,FWD,138,236,18.5,3329,128,187.95,71.65,59.72
VOLKSWAGEN,Diesel,FWD,138,236,18.5,3329,128,187.95,71.65,59.13
VOLKSWAGEN,Diesel,FWD,138,236,18.5,3329,128,187.95,71.65,59.72
VOLKSWAGEN,Diesel,FWD,168,258,18.5,3333,137,187.95,71.65,59.13
VOLKSWAGEN,Diesel,FWD,168,258,18.5,3333,137,187.95,71.65,59.13
VOLKSWAGEN,Diesel,FWD,138,236,18.5,3329,128,187.95,71.65,59.13
VOLKSWAGEN,Diesel,FWD,138,236,18.5,3329,128,187.95,71.65,59.13
VOLKSWAGEN,Diesel,FWD,168,258,18.5,3333,137,187.95,71.65,59.13
VOLKSWAGEN,Diesel,FWD,168,258,18.5,3333,137,187.95,71.65,59.13
VOLKSWAGEN,Diesel,FWD,104,184,18.5,3256,118,187.95,71.65,59.72
VOLKSWAGEN,Petrol,FWD,101,109,14.5,2884,112,165.59,69.25,62.2
VOLKSWAGEN,Petrol,FWD,114,114,14.5,2906,117,165.59,69.25,62.2
VOLKSWAGEN,Petrol,FWD,138,162,14.5,3047,126,165.59,69.25,62.2
VOLKSWAGEN,Petrol,FWD,158,177,14.5,3305,133,165.51,69.25,62.68
VOLKSWAGEN,Petrol,FWD,158,177,14.5,3265,133,165.51,69.25,62.68
VOLKSWAGEN,Petrol,FWD,120,147,14.5,3170,121,165.51,69.25,62.68
VOLKSWAGEN,Petrol,FWD,120,147,14.5,3122,121,165.51,69.25,62.68
VOLKSWAGEN,Petrol,FWD,120,147,14.5,3170,121,165.51,69.25,62.68
VOLKSWAGEN,Petrol,FWD,120,147,14.5,3122,121,165.51,69.25,62.68
VOLKSWAGEN,Petrol,FWD,104,129,14.5,3252,117,165.51,69.25,62.68
VOLKSWAGEN,Petrol,FWD,104,129,14.5,3155,117,165.51,69.25,62.68
VOLKSWAGEN,Petrol,FWD,120,147,14.5,3170,121,165.51,69.25,62.68
VOLKSWAGEN,Petrol,FWD,120,147,14.5,3122,121,165.51,69.25,62.68
VOLKSWAGEN,Petrol,FWD,120,147,14.5,3170,121,165.51,69.25,62.68
VOLKSWAGEN,Petrol,FWD,120,147,14.5,3122,121,165.51,69.25,62.68
VOLKSWAGEN,Petrol,FWD,104,129,14.5,3086,117,165.51,69.25,62.68
VOLKSWAGEN,Petrol,FWD,104,129,14.5,2989,117,165.51,69.25,62.68
VOLKSWAGEN,Diesel,FWD,104,184,14.5,3075,114,165.59,69.25,62.2
VOLKSWAGEN,Diesel,FWD,138,236,14.5,3190,124,165.59,69.25,62.2
VOLKSWAGEN,Diesel,FWD,104,184,14.5,3188,114,165.51,69.25,62.68
VOLKSWAGEN,Diesel,FWD,138,236,14.5,3292,127,165.51,69.25,62.68
VOLKSWAGEN,Diesel,FWD,104,184,14.5,3188,114,165.51,69.25,62.68
VOLKSWAGEN,Diesel,FWD,138,236,14.5,3292,127,165.51,69.25,62.68
VOLKSWAGEN,Diesel,FWD,104,184,14.5,3234,114,165.51,69.25,62.68
VOLKSWAGEN,Diesel,FWD,104,184,14.5,3188,114,165.51,69.25,62.68
VOLKSWAGEN,Diesel,FWD,138,236,14.5,3254,127,165.51,69.25,62.68
VOLKSWAGEN,Diesel,FWD,104,184,14.5,3243,116,165.51,69.25,62.68
VOLKSWAGEN,Diesel,FWD,104,184,14.5,3197,116,165.51,69.25,62.68
VOLKSWAGEN,Diesel,FWD,138,236,14.5,3254,127,165.51,69.25,62.68
VOLKSWAGEN,Petrol,FWD,74,92,11.9,2277,107,153.54,64.96,57.48
VOLKSWAGEN,Petrol,FWD,99,92,11.9,2282,117,153.54,64.96,57.48
VOLKSWAGEN,Petrol,FWD,85,95,11.9,2220,111,153.54,64.96,57.48
VOLKSWAGEN,Diesel,FWD,99,177,11.9,2491,113,153.54,64.96,57.48
VOLKSWAGEN,Diesel,FWD,74,143,11.9,2432,103,153.54,64.96,57.48
VOLKSWAGEN,Petrol,FWD,101,109,15.9,3296,102,173.43,70.94,72.17
VOLKSWAGEN,Petrol,FWD,101,109,15.9,3296,102,173.43,70.94,72.17
VOLKSWAGEN,Petrol,FWD,79,97,15.9,3274,94,173.43,70.94,72.17
VOLKSWAGEN,Petrol,FWD,79,97,15.9,3274,94,173.43,70.94,72.17
VOLKSWAGEN,Petrol,FWD,101,109,15.9,3093,102,173.43,70.94,72.17
VOLKSWAGEN,Petrol,FWD,85,118,15.9,3201,96,173.46,70.63,71.73
VOLKSWAGEN,Petrol,FWD,104,129,15.9,3201,105,173.46,70.63,71.73
VOLKSWAGEN,Petrol,FWD,104,129,15.9,3311,105,173.46,70.63,71.73
VOLKSWAGEN,Petrol,FWD,104,129,15.9,3311,105,173.46,70.63,71.73
VOLKSWAGEN,Petrol,FWD,85,118,15.9,3311,96,173.46,70.63,71.73
VOLKSWAGEN,Diesel,FWD,74,154,15.9,3439,93,173.43,70.94,72.17
VOLKSWAGEN,Diesel,FWD,104,184,15.9,3439,103,173.43,70.94,72.17
VOLKSWAGEN,Diesel,FWD,104,184,15.9,3439,103,173.43,70.94,72.17
VOLKSWAGEN,Diesel,FWD,74,154,15.9,3439,93,173.43,70.94,72.17
VOLKSWAGEN,Diesel,FWD,104,184,15.9,3439,103,173.43,70.94,72.17
VOLKSWAGEN,Diesel,FWD,104,184,15.9,3439,103,173.43,70.94,72.17
VOLKSWAGEN,Diesel,FWD,104,184,15.9,3439,103,173.43,70.94,72.17
VOLKSWAGEN,Diesel,FWD,104,184,15.9,3439,103,173.43,70.94,72.17
VOLKSWAGEN,Diesel,FWD,68,103,15.9,3377,88,173.43,70.94,72.17
VOLKSWAGEN,Diesel,FWD,104,184,15.9,3439,103,173.43,70.94,72.17
VOLKSWAGEN,Diesel,FWD,68,103,15.9,3377,88,173.43,70.94,72.17
VOLKSWAGEN,Diesel,FWD,104,184,15.9,3439,103,173.43,70.94,72.17
VOLKSWAGEN,Diesel,FWD,104,184,15.9,3439,106,173.43,70.63,71.1
VOLKSWAGEN,Diesel,FWD,104,184,15.9,3342,103,173.43,70.94,72.17
VOLKSWAGEN,Diesel,FWD,104,184,15.9,3252,103,173.43,70.94,72.17
VOLKSWAGEN,Diesel,FWD,74,154,15.9,3232,93,173.43,70.94,72.17
VOLKSWAGEN,Diesel,FWD,74,165,15.9,3391,93,173.46,70.63,71.73
VOLKSWAGEN,Diesel,FWD,101,184,15.9,3391,104,173.46,70.63,71.73
VOLKSWAGEN,Diesel,FWD,101,184,15.9,3430,104,173.46,70.63,71.73
VOLKSWAGEN,Diesel,FWD,74,165,15.9,3408,94,173.46,70.63,71.73
VOLKSWAGEN,Diesel,FWD,101,184,15.9,3408,106,173.46,70.63,71.73
VOLKSWAGEN,Diesel,FWD,101,184,15.9,3501,104,173.46,70.63,71.73
VOLKSWAGEN,Diesel,FWD,101,184,15.9,3541,104,173.46,70.63,71.73
VOLKSWAGEN,Diesel,FWD,138,236,15.9,3527,116,173.46,70.63,71.73
VOLKSWAGEN,Diesel,FWD,101,184,15.9,3541,104,173.46,70.63,71.73
VOLKSWAGEN,Diesel,FWD,101,184,15.9,3519,106,173.46,70.63,71.73
VOLKSWAGEN,Diesel,FWD,101,184,15.9,3519,106,173.46,70.63,71.73
VOLKSWAGEN,Diesel,FWD,74,165,15.9,3519,94,173.46,70.63,71.73
VOLKSWAGEN,Diesel,FWD,101,184,15.9,3501,104,173.46,70.63,71.73
VOLKSWAGEN,Diesel,FWD,74,165,15.9,3501,93,173.46,70.63,71.73
VOLKSWAGEN,Diesel,FWD,138,236,15.9,3527,116,173.46,70.63,71.73
VOLKSWAGEN,Petrol,FWD,101,109,15.9,3146,111,172.87,70.63,64.37
VOLKSWAGEN,Petrol,FWD,114,114,15.9,3142,116,172.87,70.63,64.37
VOLKSWAGEN,Diesel,FWD,104,184,15.9,3303,111,172.87,70.63,64.37
VOLKSWAGEN,Diesel,FWD,138,236,15.9,3435,124,172.87,70.63,64.37
VOLKSWAGEN,Diesel,FWD,89,154,15.9,3303,106,172.87,70.63,64.37
VOLKSWAGEN,Petrol,FWD,114,114,14.5,2690,119,165.51,69.25,58.46
VOLKSWAGEN,Petrol,FWD,197,206,14.5,3025,146,165.98,69.25,57.72
VOLKSWAGEN,Petrol,FWD,101,109,14.5,2663,114,165.51,69.25,58.46
VOLKSWAGEN,Petrol,FWD,148,147,14.5,2820,130,165.51,69.25,57.87
VOLKSWAGEN,Petrol,FWD,79,97,14.5,2621,104,165.51,69.25,58.46
VOLKSWAGEN,Petrol,FWD,168,177,14.5,2870,137,165.51,69.25,57.87
VOLKSWAGEN,Petrol,FWD,138,177,14.5,2851,127,165.51,69.25,58.46
VOLKSWAGEN,Diesel,FWD,104,184,14.5,2837,116,165.51,69.25,58.46
VOLKSWAGEN,Diesel,FWD,138,236,14.5,2906,126,165.51,69.25,58.46
VOLKSWAGEN,Diesel,FWD,74,103,14.5,2760,101,165.51,69.25,58.46
VOLKSWAGEN,Diesel,FWD,89,154,14.5,2837,109,165.51,69.25,58.46
VOLKSWAGEN,Diesel,FWD,168,258,14.5,2921,137,165.51,69.25,57.87
VOLKSWAGEN,Petrol,FWD,74,92,14.5,2729,100,160.63,67.72,59.06
VOLKSWAGEN,Petrol,FWD,113,126,14.5,2864,115,160.63,67.72,59.06
VOLKSWAGEN,Petrol,FWD,148,162,14.5,2965,126,160.63,67.72,59.06
VOLKSWAGEN,Petrol,FWD,114,126,14.5,2987,112,162.56,67.76,59.13
VOLKSWAGEN,Petrol,FWD,101,109,14.5,2866,111,162.56,67.76,59.13
VOLKSWAGEN,Petrol,FWD,148,162,14.5,3060,126,162.56,67.76,59.13
VOLKSWAGEN,Petrol,FWD,114,126,14.5,2937,114,162.56,67.76,59.13
VOLKSWAGEN,Petrol,FWD,148,162,14.5,3060,126,162.56,67.76,59.13
VOLKSWAGEN,Diesel,FWD,99,177,14.5,2963,110,160.63,67.72,59.06
VOLKSWAGEN,Diesel,FWD,104,177,14.5,2978,111,162.56,67.76,59.13
VOLKSWAGEN,Petrol,FWD,113,125,18.5,4594,101,192.52,74.8,76.38
VOLKSWAGEN,Petrol,FWD,232,232,18.5,5068,128,192.52,74.8,76.38
VOLKSWAGEN,Petrol,FWD,232,232,18.5,4848,127,192.52,74.8,76.38
VOLKSWAGEN,Diesel,FWD,172,295,18.5,4793,117,192.52,74.8,76.38
VOLKSWAGEN,Diesel,FWD,128,250,18.5,4793,104,192.52,74.8,76.38
VOLKSWAGEN,Diesel,FWD,104,184,18.5,4628,99,192.52,74.8,76.38
VOLKSWAGEN,Petrol,FWD,110,114,13.5,2196,119,152.87,64.09,55.71
VOLKSWAGEN,Petrol,FWD,53,79,11.9,2156,94,154.17,64.96,57.76
VOLKSWAGEN,Petrol,FWD,63,82,11.9,2240,101,154.17,64.96,57.76
VOLKSWAGEN,Petrol,FWD,74,92,11.9,2326,104,153.43,64.96,57.68
VOLKSWAGEN,Petrol,FWD,100,92,11.9,2370,117,153.43,64.96,57.68
VOLKSWAGEN,Petrol,FWD,85,95,11.9,2286,111,153.43,64.96,57.68
VOLKSWAGEN,Petrol,FWD,85,95,11.9,2286,111,153.43,64.96,57.68
VOLKSWAGEN,Petrol,FWD,53,78,11.9,2161,94,153.43,64.96,57.68
VOLKSWAGEN,Petrol,FWD,63,82,11.9,2227,101,153.43,64.96,57.68
VOLKSWAGEN,Petrol,FWD,74,92,11.9,2249,107,153.43,64.96,57.68
VOLKSWAGEN,Petrol,FWD,74,92,11.9,2249,107,153.43,64.96,57.68
VOLKSWAGEN,Petrol,FWD,74,92,11.9,2326,104,153.43,64.96,57.68
VOLKSWAGEN,Petrol,FWD,53,78,11.9,2161,94,153.43,64.96,57.68
VOLKSWAGEN,Petrol,FWD,100,92,11.9,2271,117,153.43,64.96,57.68
VOLKSWAGEN,Petrol,FWD,63,82,11.9,2227,101,153.43,64.96,57.68
VOLKSWAGEN,Petrol,FWD,63,82,11.9,2238,101,153.43,64.96,57.68
VOLKSWAGEN,Petrol,FWD,74,92,11.9,2348,107,153.43,64.96,57.68
VOLKSWAGEN,Petrol,FWD,74,92,11.9,2249,107,153.43,64.96,57.68
VOLKSWAGEN,Diesel,FWD,100,177,11.9,2485,117,154.17,64.96,57.76
VOLKSWAGEN,Diesel,FWD,100,177,11.9,2469,116,153.43,64.96,57.68
VOLKSWAGEN,Diesel,FWD,74,143,11.9,2403,106,153.43,64.96,57.68
VOLKSWAGEN,Diesel,FWD,63,92,11.9,2392,99,153.43,64.96,57.68
VOLKSWAGEN,Diesel,FWD,100,177,11.9,2469,117,153.43,64.96,57.68
VOLKSWAGEN,Diesel,FWD,63,92,11.9,2392,99,153.43,64.96,57.68
VOLKSWAGEN,Diesel,FWD,74,143,11.9,2403,106,153.43,64.96,57.68
VOLKSWAGEN,Diesel,FWD,100,177,11.9,2469,117,153.43,64.96,57.68
VOLKSWAGEN,Diesel,FWD,74,143,11.9,2403,106,153.43,64.96,57.68
VOLKSWAGEN,Diesel,FWD,74,143,11.9,2403,106,153.43,64.96,57.68
VOLKSWAGEN,Diesel,FWD,63,92,11.9,2392,99,153.43,64.96,57.68
VOLKSWAGEN,Diesel,FWD,129,228,11.9,2546,128,153.43,64.96,57.09
VOLKSWAGEN,Diesel,FWD,87,143,21.1,3549,93,188.54,72.44,76.38
VOLKSWAGEN,Diesel,FWD,101,184,21.1,3549,98,188.54,72.44,76.38
VOLKSWAGEN,Petrol,FWD,53,78,11.9,2297,94,153.43,64.96,57.68
VOLKSWAGEN,Petrol,FWD,100,92,11.9,2370,117,153.43,64.96,57.68
VOLKSWAGEN,Petrol,FWD,74,92,11.9,2348,107,153.43,64.96,57.68
VOLKSWAGEN,Petrol,FWD,63,82,11.9,2326,101,153.43,64.96,57.68
VOLKSWAGEN,Petrol,FWD,53,78,11.9,2297,94,153.43,64.96,57.68
VOLKSWAGEN,Petrol,FWD,74,92,11.9,2348,107,153.43,64.96,57.68
VOLKSWAGEN,Petrol,FWD,74,92,11.9,2425,104,153.43,64.96,57.68
VOLKSWAGEN,Petrol,FWD,74,92,11.9,2348,107,153.43,64.96,57.68
VOLKSWAGEN,Petrol,FWD,100,92,11.9,2370,117,153.43,64.96,57.68
VOLKSWAGEN,Petrol,FWD,63,82,11.9,2326,101,153.43,64.96,57.68
VOLKSWAGEN,Petrol,FWD,63,82,11.9,2326,101,153.43,64.96,57.68
VOLKSWAGEN,Petrol,FWD,74,92,11.9,2348,107,153.43,64.96,57.68
VOLKSWAGEN,Petrol,FWD,74,92,11.9,2425,104,153.43,64.96,57.68
VOLKSWAGEN,Diesel,FWD,74,143,11.9,2502,106,153.43,64.96,57.68
VOLKSWAGEN,Diesel,FWD,74,143,11.9,2403,106,153.43,64.96,57.68
VOLKSWAGEN,Diesel,FWD,100,177,11.9,2469,116,153.43,64.96,57.68
VOLKSWAGEN,Diesel,FWD,63,92,11.9,2392,99,153.43,64.96,57.68
VOLKSWAGEN,Diesel,FWD,100,177,11.9,2568,117,153.43,64.96,57.68
VOLKSWAGEN,Diesel,FWD,63,92,11.9,2491,99,153.43,64.96,57.68
VOLKSWAGEN,Diesel,FWD,74,143,11.9,2502,106,153.43,64.96,57.68
VOLKSWAGEN,Diesel,FWD,74,143,11.9,2502,106,153.43,64.96,57.68
VOLKSWAGEN,Diesel,FWD,100,177,11.9,2568,117,153.43,64.96,57.68
VOLKSWAGEN,Diesel,FWD,63,92,11.9,2491,99,153.43,64.96,57.68
VOLKSWAGEN,Diesel,FWD,129,228,11.9,2546,128,153.43,64.96,57.09
VOLKSWAGEN,Petrol,FWD,114,126,16.4,3078,121,184.33,68.74,58.98
VOLKSWAGEN,Petrol,FWD,148,154,16.4,3234,129,184.33,68.74,58.19
VOLKSWAGEN,Petrol,FWD,168,162,16.4,3278,137,184.33,68.74,58.19
VOLKSWAGEN,Petrol,FWD,168,162,16.4,3400,135,184.33,68.74,58.19
VOLKSWAGEN,Petrol,FWD,129,143,16.4,3124,127,184.33,68.74,58.98
VOLKSWAGEN,Petrol,FWD,129,143,16.4,3124,127,184.33,68.74,58.98
VOLKSWAGEN,Petrol,FWD,129,143,16.4,3089,127,184.33,68.74,58.19
VOLKSWAGEN,Petrol,FWD,148,154,16.4,3100,133,184.33,68.74,58.19
VOLKSWAGEN,Petrol,FWD,148,154,16.4,3100,133,184.33,68.74,58.19
VOLKSWAGEN,Petrol,FWD,129,143,16.4,3124,127,184.33,68.74,58.98
VOLKSWAGEN,Petrol,FWD,114,126,16.4,3122,116,184.33,68.74,58.98
VOLKSWAGEN,Petrol,FWD,148,154,16.4,3131,133,184.33,68.74,58.98
VOLKSWAGEN,Petrol,FWD,148,154,16.4,3131,133,184.33,68.74,58.19
VOLKSWAGEN,Petrol,FWD,148,154,16.4,3234,129,184.33,68.74,58.19
VOLKSWAGEN,Petrol,FWD,148,154,16.4,3243,129,184.33,68.74,58.19
VOLKSWAGEN,Petrol,FWD,168,162,16.4,3278,137,184.33,68.74,58.19
VOLKSWAGEN,Petrol,FWD,129,143,16.4,3124,127,184.33,68.74,58.19
VOLKSWAGEN,Petrol,FWD,129,143,16.4,3124,127,184.33,68.74,58.19
VOLKSWAGEN,Petrol,FWD,168,162,16.4,3400,135,184.33,68.74,58.19
VOLKSWAGEN,Diesel,FWD,129,228,16.4,3223,125,184.33,68.74,58.19
VOLKSWAGEN,Diesel,FWD,129,228,16.4,3236,122,184.33,68.74,58.19
VOLKSWAGEN,Diesel,FWD,148,228,16.4,3428,133,184.33,68.74,58.19
VOLKSWAGEN,Diesel,FWD,161,258,16.4,3490,138,184.33,68.74,58.19
VOLKSWAGEN,Diesel,FWD,161,258,16.4,3574,134,184.33,68.74,58.19
VOLKSWAGEN,Diesel,FWD,129,210,16.4,3186,125,184.33,68.74,58.98
VOLKSWAGEN,Diesel,FWD,129,210,16.4,3208,125,184.33,68.74,58.19
VOLKSWAGEN,Diesel,FWD,129,210,16.4,3296,122,184.33,68.74,58.19
VOLKSWAGEN,Diesel,FWD,129,228,16.4,3296,122,184.33,68.74,58.19
VOLKSWAGEN,Diesel,FWD,148,228,16.4,3530,129,184.33,68.74,58.19
VOLKSWAGEN,Diesel,FWD,100,184,16.4,3155,114,184.33,68.74,58.98
VOLKSWAGEN,Diesel,FWD,129,210,16.4,3186,125,184.33,68.74,58.98
VOLKSWAGEN,Diesel,FWD,129,228,16.4,3223,125,184.33,68.74,58.19
VOLKSWAGEN,Diesel,FWD,100,184,16.4,3155,114,184.33,68.74,58.98
VOLKSWAGEN,Diesel,FWD,129,210,16.4,3186,125,184.33,68.74,58.98
VOLKSWAGEN,Petrol,FWD,101,109,16.4,2760,119,185.04,68.9,57.48
VOLKSWAGEN,Petrol,FWD,113,126,16.4,2833,124,185.04,68.9,57.48
VOLKSWAGEN,Petrol,FWD,148,154,16.4,2910,137,185.04,68.9,57.48
VOLKSWAGEN,Petrol,FWD,168,162,16.4,3071,142,185.04,68.9,57.48
VOLKSWAGEN,Petrol,FWD,128,143,16.4,2846,131,185.04,68.9,57.48
VOLKSWAGEN,Diesel,FWD,99,184,16.4,2923,119,185.04,68.9,57.48
VOLKSWAGEN,Diesel,FWD,128,210,16.4,2959,129,185.04,68.9,57.48
VOLKSWAGEN,Diesel,FWD,128,228,16.4,2959,129,185.04,68.9,57.48
VOLKSWAGEN,Diesel,FWD,148,228,16.4,3225,137,185.04,68.9,57.48
VOLKSWAGEN,Diesel,FWD,161,258,16.4,3382,140,185.04,68.9,57.48
VOLKSWAGEN,Petrol,FWD,74,94,14.5,2515,106,173.23,68.5,57.87
VOLKSWAGEN,Petrol,FWD,99,106,14.5,2542,117,173.23,68.5,57.87
VOLKSWAGEN,Petrol,FWD,101,109,14.5,2716,115,173.23,68.5,57.87
VOLKSWAGEN,Petrol,FWD,104,109,14.5,2601,119,173.23,68.5,57.87
VOLKSWAGEN,Petrol,FWD,113,125,14.5,2732,121,173.23,68.5,57.87
VOLKSWAGEN,Petrol,FWD,109,114,14.5,2679,121,173.23,68.5,58.27
VOLKSWAGEN,Diesel,FWD,67,98,14.5,2694,99,173.23,68.5,57.87
VOLKSWAGEN,Diesel,FWD,89,154,14.5,2729,112,173.23,68.5,57.87
VOLKSWAGEN,Diesel,FWD,109,173,14.5,2822,120,173.23,68.5,57.87
VOLKSWAGEN,Diesel,FWD,113,210,14.5,2813,121,173.23,68.5,57.87
VOLKSWAGEN,Diesel,FWD,99,177,14.5,2855,117,173.23,68.5,57.87
VOLKSWAGEN,Diesel,FWD,128,228,14.5,2886,127,173.23,68.5,57.87
VOLKSWAGEN,Petrol,FWD,123,112,11.9,2169,127,147.24,64.17,55.91
VOLKSWAGEN,Petrol,FWD,99,92,11.9,2053,117,147.24,64.17,55.91
VOLKSWAGEN,Petrol,FWD,74,92,11.9,2024,107,147.24,64.17,55.91
VOLKSWAGEN,Petrol,FWD,59,85,11.9,1975,99,147.24,64.17,55.91
VOLKSWAGEN,Petrol,FWD,49,63,11.9,1944,94,147.24,64.17,55.91
VOLKSWAGEN,Diesel,FWD,74,143,11.9,2185,106,147.24,64.17,55.91
VOLKSWAGEN,Diesel,FWD,63,91,11.9,2077,99,147.24,64.17,55.91
VOLKSWAGEN,Diesel,FWD,63,91,11.9,2002,99,147.24,64.17,55.91
VOLKSWAGEN,Petrol,FWD,148,151,14.5,2835,134,173.62,68.5,57.87
VOLKSWAGEN,Petrol,FWD,148,154,14.5,2870,134,173.62,68.5,57.87
VOLKSWAGEN,Petrol,FWD,168,162,14.5,3031,139,173.62,68.5,57.87
VOLKSWAGEN,Diesel,FWD,113,210,14.5,2835,121,173.62,68.5,57.87
VOLKSWAGEN,Diesel,FWD,128,228,14.5,2932,127,173.62,68.5,57.87
VOLKSWAGEN,Petrol,FWD,113,125,14.5,2639,115,160.63,67.72,59.06
VOLKSWAGEN,Petrol,FWD,168,162,14.5,2870,131,160.63,67.72,59.06
VOLKSWAGEN,Petrol,FWD,101,109,14.5,2597,111,160.63,67.72,59.06
VOLKSWAGEN,Petrol,FWD,148,154,14.5,2758,126,160.63,67.72,59.06
VOLKSWAGEN,Petrol,FWD,221,236,14.5,3373,140,161.42,71.26,58.27
VOLKSWAGEN,Petrol,FWD,74,92,14.5,2500,100,160.63,67.72,59.06
VOLKSWAGEN,Petrol,FWD,148,162,14.5,2798,126,162.56,67.76,58.98
VOLKSWAGEN,Petrol,FWD,114,126,14.5,2822,113,162.56,67.76,58.98
VOLKSWAGEN,Petrol,FWD,101,109,14.5,2721,109,162.56,67.76,58.98
VOLKSWAGEN,Petrol,FWD,101,109,14.5,2650,111,162.56,67.76,58.98
VOLKSWAGEN,Petrol,FWD,148,162,14.5,2798,126,162.56,67.76,58.98
VOLKSWAGEN,Petrol,FWD,114,126,14.5,2747,115,162.56,67.76,58.98
