0,249,272,15.3,3935,155,183.98,72.68,54.45
0,349,368,15.3,4222,155,184.72,72.68,54.41
0,187,295,15.3,4057,145,183.98,72.68,54.45
0,215,295,15.3,4178,150,183.98,72.68,54.45
0,349,368,18.5,4288,155,183.9,74.53,64.37
0,249,272,18.5,3957,147,183.58,74.53,65.31
0,161,295,17.2,4068,131,183.58,74.53,65.31
0,187,295,17.2,4068,135,183.58,74.53,65.31
0,187,236,14.5,3594,150,174.13,70.59,55.47
0,306,280,14.5,3770,155,174.57,70.59,54.65
0,148,250,14.5,3560,137,174.13,70.59,55.47
0,533,398,21.9,3957,198,174.25,76.38,49.02
0,187,236,14.5,3230,150,175.51,70.71,55.75
0,306,280,14.5,3406,155,175.83,70.71,54.8
0,395,354,14.5,3505,155,176.34,70.94,55
0,148,250,14.5,3241,137,175.51,70.71,55.75
0,249,272,15.3,3549,155,186.34,72.56,54.57
0,349,368,15.3,3825,155,187.09,72.56,54.49
0,187,295,15.3,3693,146,186.34,72.56,54.57
0,215,295,15.3,3781,152,186.34,72.56,54.57
0,268,442,15.3,3869,146,186.34,72.56,54.57
0,249,272,15.3,3472,155,183.98,72.68,53.98
0,215,295,15.3,3704,155,183.98,72.68,53.98
0,268,442,15.3,3792,155,183.98,72.68,53.98
0,148,250,14.5,3417,131,165,70.63,59.37
0,187,295,14.5,3428,135,165,70.63,59.37
0,187,236,14.5,3153,147,166.97,69.96,56.06
0,148,250,14.5,3164,133,166.97,69.96,56.06
0,181,280,14.5,3241,143,166.97,69.96,56.06
0,187,236,14.5,3219,147,169.69,70.28,56.1
0,395,354,14.5,3494,155,170.67,70.87,55.55
0,148,250,14.5,3230,133,169.69,70.28,56.1
0,249,272,15.3,3649,153,187.01,72.52,58.78
0,215,295,15.3,3891,144,187.01,72.52,58.78
0,161,295,15.3,3781,131,187.01,72.52,58.78
0,249,272,15.3,3560,155,186.02,72.52,56.46
0,215,295,15.3,3825,152,186.02,72.52,56.46
0,268,442,15.3,3902,155,186.02,72.52,56.46
0,187,295,15.3,3726,143,186.02,72.52,56.46
0,328,324,22.5,4508,155,198.9,77.48,68.54
0,328,324,22.5,4641,155,198.9,77.48,68.54
0,328,324,22.5,4641,155,198.9,77.48,68.54
0,328,324,22.5,4508,155,198.9,77.48,68.54
0,328,324,22.5,4641,155,198.9,77.48,68.54
0,328,324,22.5,4508,155,198.9,77.48,68.54
0,268,442,19.8,4564,145,198.9,77.48,68.54
0,215,368,19.8,4564,134,198.9,77.48,68.54
0,215,368,19.8,4564,134,198.9,77.48,68.54
0,215,368,19.8,4707,134,198.9,77.48,68.54
0,215,368,19.8,4564,134,198.9,77.48,68.54
0,268,442,19.8,4564,145,198.9,77.48,68.54
0,215,368,19.8,4707,134,198.9,77.48,68.54
0,268,442,19.8,4707,145,198.9,77.48,68.54
0,268,442,19.8,4707,145,198.9,77.48,68.54
0,268,442,19.8,4564,145,198.9,77.48,68.54
0,215,368,19.8,4707,134,198.9,77.48,68.54
0,429,663,22.5,5302,155,199.57,77.48,68.54
0,249,272,15.3,3494,155,186.06,72.52,56.18
0,268,442,15.3,3825,155,186.06,72.52,56.18
0,215,295,15.3,3737,155,186.06,72.52,56.18
